PX,Main,Mid Block,Side 1,Side 2,Private Access,Additional Info,Geo ID,Node ID,X,Y,Latitude,Longitude,Activation Date,Signal System,Non system,Mode of Control,Pedestrian Walk speed,APS,Transit Preempt,Fire preempt,Rail preempt,No. of Signalized Approaches
2132,YORK BLVD,,YORK UNIVERSITY BUSWAY,PRIVATE ACCESS,PARKING LOT,,20149167,20149169,305041.414,4848062.465,43.7744665594,-79.4970012044,2009-08-26 11:55:00.0,Awaiting TransSuite Control,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,1,0,0,4
2133,BATHURST ST,,CARIBOU RD,DELL PARK AVE,,,445207,13455397,310471.906,4841744.483,43.7175748472,-79.4296114292,2007-10-04 13:15:00.0,MTSS,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,1,0,0,4
2134,DUFFERIN ST,,SASKATCHEWAN RD,,,,1147517,13469026,310841.745,4832308.071,43.6326309161,-79.4251273953,2007-05-31 10:30:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),1,1,0,0,3
2135,LAKE SHORE BLVD W,,SYMONS ST,,,,7963700,13470205,305563.5247,4829625.4983,43.60858,-79.49032,2007-10-17 10:00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,3
2136,LAKE SHORE BLVD W,,HILLSIDE AVE,,,,7963866,13470146,305588.688,4829913.087,43.61116,-79.49,2007-10-23 10:50:00.0,Awaiting TransSuite Control,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,3
2137,KIPLING AVE,,HINTON RD,PRIVATE ACCESS,,,6052173,13454463,298864.624,4842647.003,43.72572,-79.5734,2007-12-05 10:50:00.0,TransSuite,,SA2,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",1,0,0,0,4
2138,WESTON RD,70m SOUTH OF,DAMASK AVE,,,,442651,,301563.99,4844358.219,43.74119,-79.53997,2007-09-25 11:40:00.0,TransSuite,,PED,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,2
2139,KIPLING AVE,,SNARESBROOK DR,PRIVATE ACCESS,,,9667014,13455043,299022.437,4842197.001,43.72172,-79.57148,2007-12-06 10:20:00.0,TransSuite,,SA2,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",1,0,0,0,4
2140,ALBION RD,280m EAST OF,FINCH AVE W,,,,906946,,297884.67577,4844290.30631,43.7405855244,-79.5856690407,2007-12-20 11:20:00.0,TransSuite,,PED,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",1,0,0,0,2
2141,WESTON RD,,BIRDSTONE CRES,,,NORTH INTERSECTION,14659125,14659127,307254.6655,4836909.6949,43.6740732131,-79.4695597486,2007-10-24 10:00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2142,FINCH AVE E,110m EAST OF,YONGE ST,PRIVATE ACCESS,TTC ACCESS,,20040541,,311683.971,4848680.269,43.78007,-79.41425,2008-04-17 15:45:00.0,SCOOT,,FXT,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",1,0,0,0,3
2143,CHERRY ST,,COMMISSIONERS ST,,,,14066690,13467444,316685.122,4833718.596,43.645257315,-79.3526822367,2009-07-17 10:08:00.0,Awaiting SCOOT Control,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2145,EVANS AVE,,BESTOBELL RD,,,,7336723,13470125,301533.931,4830077.997,43.6125742611,-79.5404614589,2007-12-04 12:10:00.0,Awaiting TransSuite Control,,SA2,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",1,0,0,0,3
2147,WARDEN AVE,260m NORTH OF,BERTRAND AVE,,,GATINEAU HYDRO CORRIDOR TRAIL,30020237,30020236,321648.302,4843732.254,43.735467,-79.290688,2011-09-15 14:30:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,2
2149,VICTORIA PARK AVE,170m NORTH OF,DENTON AVE,PRIVATE ACCESS,VICTORIA PARK STATION,,11382305,,321741.964,4839180.518,43.6943144231,-79.2895907164,2010-05-21 11:45:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,1,0,0,3
2150,FINCH AVE W,,EDITHVALE DR,PRIVATE ACCESS,,,9038822,13446496,310655.581,4848363.486,43.7771530183,-79.4272599072,2008-05-07 11:00:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),1,1,0,0,4
2151,DUFFERIN ST,,GIBSON ST,,,,9781088,13459999,308968.951,4838717.508,43.6903378964,-79.4482865756,2009-02-17 13:45:00.0,Awaiting TransSuite Control,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,1,0,0,3
2152,ROYAL YORK RD,,GLENROY AVE,,,,10144656,13468117,304035.99,4833366.59,43.6421832789,-79.5094695294,2008-01-08 10:12:00.0,Awaiting TransSuite Control,,SA2,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",1,0,0,0,3
2153,WESTON RD,,SIDNEY BELSEY CRES,PRIVATE ACCESS,,,6069066,13459646,304407.6116,4839033.0701,43.69325,-79.50466,2008-07-03 10:50:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2156,MARKHAM RD,,SELECT AVE,,,,20364355,20364357,324807.918,4854639.407,43.8333966481,-79.2512214569,2008-11-12 11:00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2157,INGRAM DR,,KINCORT ST,PRIVATE ACCESS,,,5378127,13458175,307246.6557,4839879.5974,43.7008060911,-79.4696454181,2008-07-16 11:48:00.0,TransSuite,,SA2,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",1,0,0,0,4
2158,BRIDLETOWNE CRCL,,BEVERLY GLEN BLVD,PRIVATE ACCESS,BRIDLEWOOD MALL,,105159,13443533,319260.642,4850852.157,43.7994360022,-79.3202980711,2008-10-07 12:30:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2159,MCLEVIN AVE,,PINERY TRL (WEST),PRIVATE ACCESS,,,14236848,14236850,326877.691,4851618.564,43.8061464814,-79.2256105661,2008-10-07 11:00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2160,MARKHAM RD,190m SOUTH OF,STEELES AVE E,PRIVATE ACCESS,,PRIVATE ACCESS BOTH SIDES,20364356,,324801.59,4854800.915,43.83491,-79.251069,2009-06-18 14:15:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2161,STEELES AVE E,,MARYDALE AVE,PRIVATE ACCESS,,,14228231,14228233,324540.455,4854908.484,43.8358254356,-79.2545369975,2008-10-09 11:00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2163,BAMBURGH CRCL,,WINTERMUTE BLVD,,,,3049683,13442146,319060.104,4852701.867,43.816115,-79.322537,2010-05-20 13:30:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2164,WILLOWDALE AVE,,ABITIBI AVE,,,,436608,13443911,311722.2071,4850629.7425,43.7975428864,-79.4139807439,2009-06-16 10:45:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2165,BIRCHMOUNT RD,,STALEY TER,,,,104441,13442802,320041.5011,4851676.0041,43.8068357886,-79.3105713692,2009-06-17 10:15:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,3
2166,BIRCHMOUNT RD,,CHELWOOD RD,PRIVATE ACCESS,,,111688,13453971,322828.697,4842625.029,43.7253035806,-79.2762344414,2009-02-06 12:00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2167,PORT UNION RD,,ADENMORE RD,CLAPPISON BLVD,,,20051202,13445421,333968.683,4848890.125,43.7813421033,-79.137631135,2008-08-28 01:10:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2168,BIRCHMOUNT RD,,BONNIEWOOD RD,,,,4382042,13453581,322745.795,4842888.021,43.7276728514,-79.2772546114,2009-01-27 15:00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,3
2169,BRIMLEY RD,,COMRIE TER,ANSON AVE,,,111647,13454035,325492.6087,4842532.1996,43.72439724,-79.2431744169,2009-07-03 11:12:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2170,PHARMACY AVE,,BOLSTER AVE,NANCY AVE,,,112472,,321753.302,4840518.159,43.70642,-79.28942,2008-08-26 13:00:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2171,MORNINGSIDE AVE,28m NORTH OF,LING RD,,,,108387,,330083.981,4847258.799,43.76661,-79.18563,2009-07-15 10:00:00.0,TransSuite,,PED,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,2
2172,SCARBOROUGH GOLF CLUB RD,,PAR AVE,,,,108666,13447911,327615.281,4846967.738,43.7642614092,-79.2166414469,2009-07-09 10:10:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,3
2173,MORNINGSIDE AVE,,DANZIG ST,,,,108846,13447752,330155.663,4847038.002,43.76487,-79.18486,2009-07-15 00:50:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2174,SCARBOROUGH GOLF CLUB RD,,BANKWELL AVE,SLAN AVE,,,107721,13446602,327319.242,4847960.653,43.7732078528,-79.2202764675,2009-07-08 12:48:00.0,Awaiting TransSuite Control,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2175,BELLAMY RD N,,AMARILLO DR,PRIVATE ACCESS,,,110187,13450191,326371.747,4845221.59,43.74865,-79.23192,2008-12-11 14:00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2176,STEELES AVE E,280 M WEST OF,MARYDALE AVE,PRIVATE ACCESS,,,14303971,,324320.467,4854837.323,43.8351907522,-79.2572750158,2008-11-12 00:00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,3
2177,YONGE ST,280m SOUTH OF,CUMMER AVE,PRIVATE ACCESS,5791 YONGE ST,,14661307,,311489.447,4849162.48,43.78439,-79.41666,2009-10-06 13:30:00.0,SCOOT,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2178,LAWRENCE AVE E,,ELINOR AVE,,,,110467,13451060,320847.924,4844702.011,43.7440445378,-79.3007569392,2008-08-27 11:30:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,3
2179,MORTIMER AVE,,WOODMOUNT AVE,,,,1449,13459399,319439.284,4838908.148,43.69198,-79.31817,2008-09-18 11:25:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2186,LAKE SHORE BLVD W,,DAN LECKIE WAY,,,,13973646,13973648,313083.151,4832826.029,43.63732,-79.39723,2009-01-29 11:46:00.0,SCOOT,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2187,JARVIS ST,,GLOUCESTER ST,EARL PL,,,1142453,13463834,314538.449,4836228.299,43.6678794181,-79.3792452267,2008-09-17 11:06:00.0,SCOOT,,SA2,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",1,0,0,0,4
2189,ROYAL YORK RD,,ALLANHURST DR,,,,909532,13462244,302744.0305,4837482.5057,43.67931,-79.52527,2008-08-19 11:31:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2190,MARKHAM RD,,MARKANNA DR,,,,4378194,13451422,327510.3732,4844339.0034,43.7406029325,-79.2180566725,2008-10-23 10:00:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,3
2191,KINGSTON RD,,OVERTURE RD,PAYZAC AVE,,,11653468,13448608,329135.581,4846379.082,43.7589144542,-79.1977867225,2008-10-16 10:00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2192,DORIS AVE,,BYNG AVE,,,,14067259,14066794,311771.988,4848333.264,43.77694,-79.41317,2009-12-10 13:30:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2193,THE DONWAY W,,OVERLAND DR,PRIVATE ACCESS,DON MILLS SHOPPING CENTRE,,443296,13452922,317131.566,4843462.544,43.7329588639,-79.3469256333,2009-02-27 12:30:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2195,MARTIN GROVE RD,18m NORTH OF,BETTERIDGE LANE,,,,9186178,,297301.366,4844146.641,43.73908,-79.59279,2009-04-02 10:45:00.0,TransSuite,,PED,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,2
2196,MARTIN GROVE RD,270m NORTH OF,GARFELLA DR,,,,30000539,30000538,297013.067,4844962.667,43.74661,-79.59647,2009-04-01 10:12:00.0,TransSuite,,PED,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,2
2197,MARTIN GROVE RD,,LAVINGTON DR,,,,909090,13460708,299190.9774,4838477.4699,43.68824,-79.56934,2009-03-19 11:50:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,3
2198,ST CLAIR AVE W,,ALBERTA AVE,,,,14003547,13461874,310133.944,4837566.404,43.6799689025,-79.4338469069,2009-10-29 11:30:00.0,Awaiting MTSS Control,,SAP on Recall,1.0 m/s (FDW based on full crossing @1.2m/s),1,1,0,0,4
2199,WILLOWDALE AVE,,OTONABEE AVE,,,,436697,13444119,311777.1832,4850447.6094,43.7959029617,-79.4133005728,2009-06-16 13:15:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2200,PHARMACY AVE,20m SOUTH OF,ALBION AVE,,,,20166607,,322135.928,4839303.768,43.69564,-79.28478,2009-09-17 13:30:00.0,TransSuite,,PED,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,2
2201,SANDHURST CRCL,235m NORTH OF,FINCH AVE E,,,ALBERT CAMPBELL COLLEGIATE,7531000,,323192.382605,4851949.59683,43.8092250778,-79.2714004306,2009-01-23 14:30:00.0,TransSuite,,PED,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,2
2202,LOWER SIMCOE ST,,BREMNER BLVD,,,,13975104,13975105,314142.193,4833389.856,43.64239,-79.38403,2008-12-16 10:38:00.0,SCOOT,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2203,CARLINGVIEW DR,,WORCESTER RD,PRIVATE ACCESS,,,908810,13459796,296831.538,4839072.606,43.6935032097,-79.5988493936,2009-07-16 10:30:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2204,HUMBER COLLEGE BLVD,,WESTMORE DR,,,,907386,13453815,296772.4897,4843222.2223,43.7308544631,-79.5996449297,2009-07-16 12:48:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,3
2205,KIPLING AVE,,REDWATER DR,PRIVATE ACCESS,,,9655741,13456030,299261.832,4841515.61,43.71556,-79.56852,2009-11-26 11:20:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2206,TRETHEWEY DR,60m WEST OF,MARTHA EATON WAY,,,,14677748,,305530.578,4839412.896,43.6966086925,-79.4909366583,2009-06-03 10:30:00.0,SCOOT,,PED,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,2
2207,DUNDAS ST W,,HIGH PARK AVE,,,,8030567,13464439,307172.0217,4835949.1838,43.6654274325,-79.4705886586,2009-10-08 11:20:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,3
2208,THE WESTWAY,,TRIO AVE,,,,8417398,13459538,301981.092,4839132.616,43.6941532,-79.5347476,2011-03-29 11:15:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,3
2209,THE WESTWAY,,SUN ROW DR,,,,909009,13460454,301491.55,4838584.495,43.68921,-79.54083,2011-06-30 10:10:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2210,BLOOR ST W,,NEILSON DR,,,,5524334,13469038,299359.394,4832503.473,43.6344759,-79.5672014,2011-02-03 10:51:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,3
2211,THE EAST MALL,164m NORTH OF,VALHALLA INN RD,,,,13969708,,300079.421,4833442.815,43.6428476744,-79.5582729578,2011-03-22 10:45:00.0,TransSuite,,PED,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,2
2212,BLOOR ST W,,WILMAR RD,,,,8740220,13468457,301193.147,4833094.285,43.6397744,-79.5444764,2010-10-06 13:00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,3
2213,MARTIN GROVE RD,,DEWITT RD,,,,10561155,13464013,299884.027,4836362.137,43.66918,-79.56074,2009-06-09 14:05:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,3
2214,MARTIN GROVE RD,,MILLBURN DR,,,,10494197,13464805,300057.975,4835830.355,43.66439,-79.55858,2009-06-09 11:10:00.0,Awaiting TransSuite Control,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,3
2215,THE WEST MALL,,HOLIDAY DR,PRIVATE ACCESS,,,911294,13467244,299241.56,4834165.147,43.6494298,-79.568681,2011-03-30 11:08:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2216,PHARMACY AVE,,ARNALL AVE,,,,5145162,13442801,318289.248,4851708.005,43.8071584508,-79.3323481686,2010-01-21 12:00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,3
2217,MORNINGSIDE AVE,,TAMS RD,PRIVATE ACCESS,,,14624107,14624109,329286.0434,4850054.0682,43.7921,-79.19549,2009-10-27 14:15:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2218,ST CLAIR AVE E,,JEANETTE ST,,,,111846,13454685,325162.749,4841996.004,43.7195817661,-79.2472891058,2009-12-30 11:15:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,3
2219,LESLIE ST,430m NORTH OF,EGLINTON AVE E,,"1101, 1103 and 1105 LESLIE ST",,30004027,,316897.163,4842117.293,43.7208929055,-79.3496453762,2010-03-04 12:00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,3
2220,LAIRD DR,,COMMERCIAL RD,PRIVATE ACCESS,,,8677353,13456733,315841.602,4840742.516,43.7084953475,-79.3629939856,2010-01-26 13:45:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2221,PROGRESS AVE,130m WEST OF,MIDLAND AVE,PRIVATE ACCESS,,,108009,,322936.143,4847874.586,43.7726045402,-79.2745247483,2011-02-10 11:45:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,3
2223,ORTON PARK RD,,BRIMORTON DR,,,,108136,13446835,328231.589,4847762.394,43.7713949961,-79.2089525139,2009-10-01 13:00:00.0,Awaiting TransSuite Control,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,3
2224,BIRCHMOUNT RD,,ANACONDA AVE,,,,111900,13454887,323066.059,4841873.009,43.718594,-79.273116,2010-04-22 10:30:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,3
2225,DANFORTH RD,,NORTH WOODROW BLVD,,,,112344,13456203,323753.1113,4840949.2976,43.7102613757,-79.2646193504,2010-03-02 11:30:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2226,MCCOWAN RD,,HALBERT PL,PRIVATE ACCESS,,,111483,13453517,326262.584,4842862.484,43.727413,-79.233407,2010-04-20 10:30:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2227,PHARMACY AVE,,INNISDALE DR,PRIVATE ACCESS,,,111129,13452529,320795.553,4843677.033,43.7348195753,-79.3014376386,2010-01-14 11:05:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2228,SCARBOROUGH GOLF CLUB RD,,MARCELLA ST,PRIVATE ACCESS,,,109190,13448652,327736.032,4846368.032,43.7589029,-79.214926,2010-04-29 11:35:00.0,Awaiting TransSuite Control,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2229,PHARMACY AVE,,BISCAYNE BLVD,SINGLETON RD,,,111333,,320910.572,4843294.75,43.7313760533,-79.3000212975,2010-01-20 14:55:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2230,MCNICOLL AVE,,BRAMBLEBROOK AVE,,,,103739,13442211,321938.322,4852514.156,43.8144071,-79.2867462,2010-09-14 11:05:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,3
2231,MCNICOLL AVE,,HUTCHCROFT AVE,,,,103633,13442084,322727.549,4852782.171,43.8167867,-79.2769176,2010-09-14 14:45:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,3
2232,MEADOWVALE RD,,EUCLID AVE,LAVERY TRL,,,105388,13443668,331739.383,4850503.812,43.7959918,-79.1650242,2010-10-12 12:00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2233,MIDDLEFIELD RD,,ORATOR GT,,,,104322,13442632,324390.141,4851810.005,43.807974,-79.2562902,2010-07-07 14:00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,3
2234,PHARMACY AVE,280m NORTH OF,CHESTER LE BLVD,PRIVATE ACCESS,,,14668282,,318602.943,4850768.632,43.7987514,-79.328282,2010-09-30 12:00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,3
2235,CUMMER AVE,95m WEST OF,WILLOW HEIGHTS CRT,,ST. JOHN'S REHAB HOSPITAL,,437148,,312430.217,4849757.399,43.789742757,-79.4049686193,2010-04-01 12:25:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,3
2236,LAKE SHORE BLVD W,,REMEMBRANCE DR,NEW BRUNSWICK WAY,,ONTARIO PLACE/EXHIBITION PLACE,30016357,30021269,311603.664,4832133.944,43.63108,-79.415553,2009-05-15 13:55:00.0,SCOOT,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2238,WILSON AVE,,BEVERLY HILLS DR,,,,11226830,13455348,303426.838,4841905.255,43.719128,-79.516779,2010-04-21 10:42:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,3
2239,EASTERN AVE,,TRINITY ST,,,,2893662,13466279,316020.271,4834514.634,43.6524337061,-79.3609065867,2010-01-07 12:00:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2241,GERRARD ST E,,OSBORNE AVE,TED REEVE DR,,,14232500,,321120.304,4838086.452,43.684584,-79.297304,2010-04-20 12:05:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2242,LUMSDEN AVE,,GLEDHILL AVE,,,,1532,13459054,319973.429,4839092.64,43.6935394,-79.3115793,2010-05-04 11:30:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2243,SHEPPARD AVE W,,BRYANT ST,YEOMANS RD,,,9741723,13449763,309349.576,4845843.565,43.754508,-79.443284,2014-01-14 15:35:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2247,BRENYON WAY,,JOHN TABOR TRL,WICKSON TRL,,,11047905,13442793,327992.314,4851548.801,43.805551,-79.211562,2010-04-13 11:30:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2248,LESLIE ST,990m SOUTH OF,LAWRENCE AVE E,,1155 LESLIE ST,,30004030,,316817.196,4842766.804,43.7267652221,-79.3506324291,2010-05-31 10:25:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,3
2250,EVANS AVE,,TREEVIEW DR,PRIVATE ACCESS,,,914016,13470100,301849.858,4830177.329,43.61354,-79.53631,2011-07-20 11:36:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2251,WESTON RD,,FERN AVE,,,,7154698,13458075,302866.745,4840047.582,43.70241,-79.52374,2011-06-02 11:40:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,3
2252,LAKE SHORE BLVD W,130m SOUTHWEST OF,MARINE PARADE DR,PRIVATE ACCESS,,TTC STREETCAR UNDERPASS,20031731,,306561.275,4831930.096,43.62932,-79.47792,2012-04-04 13:00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,1,0,0,4
2253,BATHURST ST,,NASSAU ST,PRIVATE ACCESS,,,9086214,13466105,312299.046,4834709.175,43.654296,-79.406841,2011-01-25 11:45:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,1,0,0,4
2254,PHARMACY AVE,,KELLYVALE RD,PRIVATE ACCESS,PARKWAY MALL ACCESS,,109471,13449121,320071.625,4846136,43.757017,-79.310131,2014-06-03 13:30:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2255,FINCH AVE E,,BLACKBIRD GT,,,,14184435,14184392,326959.654,4852817.544,43.816962,-79.2244377,2010-11-19 14:10:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,1,0,0,3
2256,OSSINGTON AVE,,ARGYLE ST,,,,14018171,13467337,311250.955,4833890.427,43.64696,-79.41983,2011-06-08 11:50:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,3
2257,ISLINGTON AVE,,ADVANCE RD,,,,7806932,13468805,303185.836,4832661.097,43.6359325,-79.5197797,2011-01-12 11:06:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,3
2258,WARDEN AVE,,LUPIN DR,,,,108832,13447916,320712.131,4847088.079,43.7655756,-79.3022333,2010-11-20 12:00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,3
2259,DANFORTH RD,,PILKINGTON DR,,,,20146725,20146726,323348.245,4840303.322,43.7044726,-79.2696561,2010-12-21 10:45:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
